state,year,quarter,reg_user,app_open,district,latitude,longitude
Chhattisgarh,2022,Q3,86322,19375824,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2022,Q3,205270,24180061,Mahasamund,21.225211390689278,82.52399531168336
Chhattisgarh,2022,Q4,159411,7228454,Dhamtari,20.74097456447271,81.71852525239655
Chhattisgarh,2022,Q4,368179,22261392,Korba,22.367707202824047,82.61052280488536
Chhattisgarh,2022,Q4,148130,8325549,Surajpur,23.265356563314498,82.9340217212385
Chhattisgarh,2022,Q4,271259,13745650,Baloda Bazar,21.62988655554312,82.17680177406585
Chhattisgarh,2022,Q4,46232,2281717,Sukma,18.277605910775108,81.51026551537824
Chhattisgarh,2022,Q4,468010,26415867,Raigarh,21.974378520654067,83.32014904451283
Chhattisgarh,2022,Q4,455430,23396478,Janjgir Champa,21.910184236985476,82.71852819545981
Chhattisgarh,2022,Q4,151323,8436769,Jashpur,22.70779150349461,83.85260358369386
Chhattisgarh,2022,Q4,160952,7717813,Balod,20.78199856258894,81.2133261651589
Chhattisgarh,2022,Q4,147742,7874615,Kabirdham,22.05323382631068,81.29042114575408
Chhattisgarh,2022,Q4,226706,13099334,Surguja,22.98600031763891,83.21312062097994
Chhattisgarh,2022,Q4,66503,2982279,Dantewada,18.797406426234016,81.34544171596346
Chhattisgarh,2022,Q4,94815,4520547,Gariyaband,20.667782989350837,82.18767759796764
Chhattisgarh,2022,Q4,740173,34025608,Durg,21.19269898002596,81.37843508002648
Chhattisgarh,2022,Q4,304353,15822878,Rajnandgaon,21.100643085290898,80.89311836288626
Chhattisgarh,2022,Q4,1205632,59719682,Raipur,21.270869175590185,81.77323351465742
Chhattisgarh,2022,Q4,26527,1317409,Narayanpur,19.658641793149307,81.29042114575408
Chhattisgarh,2022,Q4,154332,7405374,Kanker,20.252610553181576,81.22434444847565
Chhattisgarh,2022,Q4,147963,7529926,Korea,23.260023261178496,82.38315610422457
Chhattisgarh,2022,Q4,106916,5380234,Mungeli,22.082042740879437,81.69663059424752
Chhattisgarh,2022,Q4,622644,32396787,Bilaspur,22.179222944132732,82.08973525630255
Chhattisgarh,2022,Q4,115804,7495009,Balrampur,23.64028905447781,83.42699962860124
Chhattisgarh,2022,Q4,54230,2631460,Bijapur,18.78902105852549,80.80455682464245
Chhattisgarh,2022,Q4,136066,6614939,Bemetara,21.71301087017604,81.52124101623185
Chhattisgarh,2022,Q4,164690,9294343,Bastar,19.12127452112435,81.926199898238
Chhattisgarh,2022,Q4,89611,5134236,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2022,Q4,213189,11922465,Mahasamund,21.225211390689278,82.52399531168336
Chhattisgarh,2023,Q1,166518,16265570,Dhamtari,20.74097456447271,81.71852525239655
Chhattisgarh,2023,Q1,384883,41420804,Korba,22.367707202824047,82.61052280488536
Chhattisgarh,2023,Q1,154951,24819830,Surajpur,23.265356563314498,82.9340217212385
Chhattisgarh,2023,Q1,283757,28724859,Baloda Bazar,21.62988655554312,82.17680177406585
Chhattisgarh,2023,Q1,48459,8218775,Sukma,18.277605910775108,81.51026551537824
Chhattisgarh,2023,Q1,489890,39505661,Raigarh,21.974378520654067,83.32014904451283
Chhattisgarh,2023,Q1,476533,19351922,Janjgir Champa,21.910184236985476,82.71852819545981
Chhattisgarh,2023,Q1,158413,36166820,Jashpur,22.70779150349461,83.85260358369386
Chhattisgarh,2023,Q1,168030,17836497,Balod,20.78199856258894,81.2133261651589
Chhattisgarh,2023,Q1,154630,19575041,Kabirdham,22.05323382631068,81.29042114575408
Chhattisgarh,2023,Q1,237340,29026056,Surguja,22.98600031763891,83.21312062097994
Chhattisgarh,2023,Q1,69509,7095008,Dantewada,18.797406426234016,81.34544171596346
Chhattisgarh,2023,Q1,99065,15884449,Gariyaband,20.667782989350837,82.18767759796764
Chhattisgarh,2023,Q1,773280,18019736,Durg,21.19269898002596,81.37843508002648
Chhattisgarh,2023,Q1,317976,43569296,Rajnandgaon,21.100643085290898,80.89311836288626
Chhattisgarh,2023,Q1,1260366,44958888,Raipur,21.270869175590185,81.77323351465742
Chhattisgarh,2023,Q1,27764,7805245,Narayanpur,19.658641793149307,81.29042114575408
Chhattisgarh,2023,Q1,161542,37735279,Kanker,20.252610553181576,81.22434444847565
Chhattisgarh,2023,Q1,154793,25572535,Korea,23.260023261178496,82.38315610422457
Chhattisgarh,2023,Q1,111884,11229608,Mungeli,22.082042740879437,81.69663059424752
Chhattisgarh,2023,Q1,651084,34174722,Bilaspur,22.179222944132732,82.08973525630255
Chhattisgarh,2023,Q1,121253,43025749,Balrampur,23.64028905447781,83.42699962860124
Chhattisgarh,2023,Q1,56723,9955085,Bijapur,18.78902105852549,80.80455682464245
Chhattisgarh,2023,Q1,142329,19561616,Bemetara,21.71301087017604,81.52124101623185
Chhattisgarh,2023,Q1,172235,24393291,Bastar,19.12127452112435,81.926199898238
Chhattisgarh,2023,Q1,93464,27373044,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2023,Q1,222989,27533045,Mahasamund,21.225211390689278,82.52399531168336
Chhattisgarh,2023,Q2,173844,19250064,Dhamtari,20.74097456447271,81.71852525239655
Chhattisgarh,2023,Q2,401398,40545768,Korba,22.367707202824047,82.61052280488536
Chhattisgarh,2023,Q2,162267,27034784,Surajpur,23.265356563314498,82.9340217212385
Chhattisgarh,2023,Q2,296661,32336642,Baloda Bazar,21.62988655554312,82.17680177406585
Chhattisgarh,2023,Q2,50690,9649561,Sukma,18.277605910775108,81.51026551537824
Chhattisgarh,2023,Q2,511511,42756018,Raigarh,21.974378520654067,83.32014904451283
Chhattisgarh,2023,Q2,497925,20831012,Janjgir Champa,21.910184236985476,82.71852819545981
Chhattisgarh,2023,Q2,166222,45721536,Jashpur,22.70779150349461,83.85260358369386
Chhattisgarh,2023,Q2,175570,19306680,Balod,20.78199856258894,81.2133261651589
Chhattisgarh,2023,Q2,161970,24406694,Kabirdham,22.05323382631068,81.29042114575408
Chhattisgarh,2023,Q2,248004,37924511,Surguja,22.98600031763891,83.21312062097994
Chhattisgarh,2023,Q2,72600,9882841,Dantewada,18.797406426234016,81.34544171596346
Chhattisgarh,2023,Q2,103917,18146706,Gariyaband,20.667782989350837,82.18767759796764
Chhattisgarh,2023,Q2,803101,16283948,Durg,21.19269898002596,81.37843508002648
Chhattisgarh,2023,Q2,332345,45626683,Rajnandgaon,21.100643085290898,80.89311836288626
Chhattisgarh,2023,Q2,1308762,47360752,Raipur,21.270869175590185,81.77323351465742
Chhattisgarh,2023,Q2,29067,7669787,Narayanpur,19.658641793149307,81.29042114575408
Chhattisgarh,2023,Q2,169234,34940544,Kanker,20.252610553181576,81.22434444847565
Chhattisgarh,2023,Q2,161824,28631465,Korea,23.260023261178496,82.38315610422457
Chhattisgarh,2023,Q2,117278,12052105,Mungeli,22.082042740879437,81.69663059424752
Chhattisgarh,2023,Q2,677776,36174150,Bilaspur,22.179222944132732,82.08973525630255
Chhattisgarh,2023,Q2,127318,54840444,Balrampur,23.64028905447781,83.42699962860124
Chhattisgarh,2023,Q2,59368,11978542,Bijapur,18.78902105852549,80.80455682464245
Chhattisgarh,2023,Q2,149164,18263794,Bemetara,21.71301087017604,81.52124101623185
Chhattisgarh,2023,Q2,179858,26584711,Bastar,19.12127452112435,81.926199898238
Chhattisgarh,2023,Q2,98296,27888782,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2023,Q2,233538,33023181,Mahasamund,21.225211390689278,82.52399531168336
Chhattisgarh,2023,Q3,180986,23509731,Dhamtari,20.74097456447271,81.71852525239655
Chhattisgarh,2023,Q3,418027,52055278,Korba,22.367707202824047,82.61052280488536
Chhattisgarh,2023,Q3,169268,39203076,Surajpur,23.265356563314498,82.9340217212385
Chhattisgarh,2023,Q3,309128,35764441,Baloda Bazar,21.62988655554312,82.17680177406585
Chhattisgarh,2023,Q3,52904,19292109,Sukma,18.277605910775108,81.51026551537824
Chhattisgarh,2023,Q3,532938,54100309,Raigarh,21.974378520654067,83.32014904451283
Chhattisgarh,2023,Q3,518847,23141368,Janjgir Champa,21.910184236985476,82.71852819545981
Chhattisgarh,2023,Q3,173782,51864491,Jashpur,22.70779150349461,83.85260358369386
Chhattisgarh,2023,Q3,182908,17108716,Balod,20.78199856258894,81.2133261651589
Chhattisgarh,2023,Q3,169090,41298090,Kabirdham,22.05323382631068,81.29042114575408
Chhattisgarh,2023,Q3,258533,49098709,Surguja,22.98600031763891,83.21312062097994
Chhattisgarh,2023,Q3,75691,11437272,Dantewada,18.797406426234016,81.34544171596346
Chhattisgarh,2023,Q3,108470,27738384,Gariyaband,20.667782989350837,82.18767759796764
Chhattisgarh,2023,Q3,834591,18459615,Durg,21.19269898002596,81.37843508002648
Chhattisgarh,2023,Q3,346368,65235555,Rajnandgaon,21.100643085290898,80.89311836288626
Chhattisgarh,2023,Q3,1360842,53194674,Raipur,21.270869175590185,81.77323351465742
Chhattisgarh,2023,Q3,30277,13506662,Narayanpur,19.658641793149307,81.29042114575408
Chhattisgarh,2023,Q3,176464,61813959,Kanker,20.252610553181576,81.22434444847565
Chhattisgarh,2023,Q3,168739,35822474,Korea,23.260023261178496,82.38315610422457
Chhattisgarh,2023,Q3,122300,12867633,Mungeli,22.082042740879437,81.69663059424752
Chhattisgarh,2023,Q3,705698,41412746,Bilaspur,22.179222944132732,82.08973525630255
Chhattisgarh,2023,Q3,133080,58288320,Balrampur,23.64028905447781,83.42699962860124
Chhattisgarh,2023,Q3,61882,12290256,Bijapur,18.78902105852549,80.80455682464245
Chhattisgarh,2023,Q3,155580,22507594,Bemetara,21.71301087017604,81.52124101623185
Chhattisgarh,2023,Q3,187517,39150849,Bastar,19.12127452112435,81.926199898238
Chhattisgarh,2023,Q3,102482,36065803,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2023,Q3,243585,35358784,Mahasamund,21.225211390689278,82.52399531168336
Chhattisgarh,2023,Q4,187596,11590729,Dhamtari,20.74097456447271,81.71852525239655
Chhattisgarh,2023,Q4,432504,26458366,Korba,22.367707202824047,82.61052280488536
Chhattisgarh,2023,Q4,175209,15489916,Surajpur,23.265356563314498,82.9340217212385
Chhattisgarh,2023,Q4,320644,21004953,Baloda Bazar,21.62988655554312,82.17680177406585
Chhattisgarh,2023,Q4,54925,3237406,Sukma,18.277605910775108,81.51026551537824
Chhattisgarh,2023,Q4,552165,38934818,Raigarh,21.974378520654067,83.32014904451283
Chhattisgarh,2023,Q4,537936,35293134,Janjgir Champa,21.910184236985476,82.71852819545981
Chhattisgarh,2023,Q4,180117,13966734,Jashpur,22.70779150349461,83.85260358369386
Chhattisgarh,2023,Q4,189543,9635797,Balod,20.78199856258894,81.2133261651589
Chhattisgarh,2023,Q4,175290,13594389,Kabirdham,22.05323382631068,81.29042114575408
Chhattisgarh,2023,Q4,267755,20807630,Surguja,22.98600031763891,83.21312062097994
Chhattisgarh,2023,Q4,78612,5003301,Dantewada,18.797406426234016,81.34544171596346
Chhattisgarh,2023,Q4,112313,9568918,Gariyaband,20.667782989350837,82.18767759796764
Chhattisgarh,2023,Q4,863802,35781322,Durg,21.19269898002596,81.37843508002648
Chhattisgarh,2023,Q4,359246,28778515,Rajnandgaon,21.100643085290898,80.89311836288626
Chhattisgarh,2023,Q4,1407537,96962040,Raipur,21.270869175590185,81.77323351465742
Chhattisgarh,2023,Q4,31413,2581451,Narayanpur,19.658641793149307,81.29042114575408
Chhattisgarh,2023,Q4,183033,12440036,Kanker,20.252610553181576,81.22434444847565
Chhattisgarh,2023,Q4,174532,11322922,Korea,23.260023261178496,82.38315610422457
Chhattisgarh,2023,Q4,126582,10916185,Mungeli,22.082042740879437,81.69663059424752
Chhattisgarh,2023,Q4,729941,47329844,Bilaspur,22.179222944132732,82.08973525630255
Chhattisgarh,2023,Q4,137822,15369727,Balrampur,23.64028905447781,83.42699962860124
Chhattisgarh,2023,Q4,64355,3182658,Bijapur,18.78902105852549,80.80455682464245
Chhattisgarh,2023,Q4,161344,12116213,Bemetara,21.71301087017604,81.52124101623185
Chhattisgarh,2023,Q4,194070,17832127,Bastar,19.12127452112435,81.926199898238
Chhattisgarh,2023,Q4,106147,8833388,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2023,Q4,252583,17091714,Mahasamund,21.225211390689278,82.52399531168336
Chhattisgarh,2024,Q1,195666,29368847,Dhamtari,20.74097456447271,81.71852525239655
Chhattisgarh,2024,Q1,450305,65679283,Korba,22.367707202824047,82.61052280488536
Chhattisgarh,2024,Q1,182929,73598181,Surajpur,23.265356563314498,82.9340217212385
Chhattisgarh,2024,Q1,334412,40959396,Baloda Bazar,21.62988655554312,82.17680177406585
Chhattisgarh,2024,Q1,57265,22962090,Sukma,18.277605910775108,81.51026551537824
Chhattisgarh,2024,Q1,575592,66083055,Raigarh,21.974378520654067,83.32014904451283
Chhattisgarh,2024,Q1,560679,20538475,Janjgir Champa,21.910184236985476,82.71852819545981
Chhattisgarh,2024,Q1,188309,72040773,Jashpur,22.70779150349461,83.85260358369386
Chhattisgarh,2024,Q1,197698,16845658,Balod,20.78199856258894,81.2133261651589
Chhattisgarh,2024,Q1,182942,37319630,Kabirdham,22.05323382631068,81.29042114575408
Chhattisgarh,2024,Q1,278856,68176885,Surguja,22.98600031763891,83.21312062097994
Chhattisgarh,2024,Q1,82069,19898896,Dantewada,18.797406426234016,81.34544171596346
Chhattisgarh,2024,Q1,117351,39067449,Gariyaband,20.667782989350837,82.18767759796764
Chhattisgarh,2024,Q1,897874,20388763,Durg,21.19269898002596,81.37843508002648
Chhattisgarh,2024,Q1,374946,72393431,Rajnandgaon,21.100643085290898,80.89311836288626
Chhattisgarh,2024,Q1,1462871,56323121,Raipur,21.270869175590185,81.77323351465742
Chhattisgarh,2024,Q1,32773,15175397,Narayanpur,19.658641793149307,81.29042114575408
Chhattisgarh,2024,Q1,191312,72444890,Kanker,20.252610553181576,81.22434444847565
Chhattisgarh,2024,Q1,181963,72350967,Korea,23.260023261178496,82.38315610422457
Chhattisgarh,2024,Q1,132207,28375275,Mungeli,22.082042740879437,81.69663059424752
Chhattisgarh,2024,Q1,759420,57213847,Bilaspur,22.179222944132732,82.08973525630255
Chhattisgarh,2024,Q1,144136,98245750,Balrampur,23.64028905447781,83.42699962860124
Chhattisgarh,2024,Q1,67170,19019024,Bijapur,18.78902105852549,80.80455682464245
Chhattisgarh,2024,Q1,168545,32368865,Bemetara,21.71301087017604,81.52124101623185
Chhattisgarh,2024,Q1,202314,77015005,Bastar,19.12127452112435,81.926199898238
Chhattisgarh,2024,Q1,110929,51848299,Kondagaon,19.816043262060045,81.66377647084569
Chhattisgarh,2024,Q1,263607,45250180,Mahasamund,21.225211390689278,82.52399531168336
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,2553,0,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,18677,0,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,32028,0,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,3229,0,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,25144,0,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,43085,0,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,3830,0,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,32651,0,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,55626,0,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,4609,0,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,42069,0,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,69833,0,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,5452,0,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,51093,0,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,83987,0,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,6193,22979,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,58005,323345,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,94382,514362,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,6746,73017,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,64854,1168620,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,105329,1884552,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,7323,91107,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,72470,1415107,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,117805,2264329,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,7912,98466,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,80329,1550484,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,130255,2546172,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,8795,90682,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,90016,1640768,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,146003,2773677,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,9655,102606,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,98108,1480490,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,160183,2838403,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,10550,147153,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,108511,2123263,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,177432,3926020,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,11406,156639,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,117728,2573284,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,192262,4572539,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,12220,117626,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,126258,1622978,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,206516,3322379,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,13167,181641,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,135976,2278101,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,222731,4702992,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,14047,295151,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,145806,5114006,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,239110,9600298,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,14964,143766,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,155029,799218,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,254577,2967808,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,15811,229397,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,163861,633374,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,269344,3023521,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,16665,180045,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,173219,567477,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,284923,3090359,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,17427,445207,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,182481,7951596,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,300217,15669967,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,18234,246909,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,191432,522235,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,314951,3702140,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,18972,160624,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,199267,555514,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,328125,3369887,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,19752,177551,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,207437,357209,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,341846,3914753,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,20497,1294301,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,215319,13129081,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,354944,22155996,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,21329,52856,Diu,20.716130728019923,70.96062414783175
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,224463,443492,Daman,20.417541714372543,72.8574557944485
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,370071,5470752,Dadra and Nagar Haveli,20.224141242520574,73.01100959779343
Goa,2018,Q1,57769,0,North Goa,15.5407417881997,73.89482953406639
Goa,2018,Q1,34167,0,South Goa,15.229301561754358,74.03588760058483
Goa,2018,Q2,76192,0,North Goa,15.5407417881997,73.89482953406639
Goa,2018,Q2,45982,0,South Goa,15.229301561754358,74.03588760058483
Goa,2018,Q3,95307,0,North Goa,15.5407417881997,73.89482953406639
Goa,2018,Q3,58495,0,South Goa,15.229301561754358,74.03588760058483
Goa,2018,Q4,121001,0,North Goa,15.5407417881997,73.89482953406639
Goa,2018,Q4,74349,0,South Goa,15.229301561754358,74.03588760058483
Goa,2019,Q1,147802,0,North Goa,15.5407417881997,73.89482953406639
Goa,2019,Q1,90350,0,South Goa,15.229301561754358,74.03588760058483
Goa,2019,Q2,173002,835794,North Goa,15.5407417881997,73.89482953406639
Goa,2019,Q2,105938,516438,South Goa,15.229301561754358,74.03588760058483
Goa,2019,Q3,197361,2920579,North Goa,15.5407417881997,73.89482953406639
Goa,2019,Q3,119833,1833313,South Goa,15.229301561754358,74.03588760058483
Goa,2019,Q4,220385,4020633,North Goa,15.5407417881997,73.89482953406639
Goa,2019,Q4,133161,2269910,South Goa,15.229301561754358,74.03588760058483
Goa,2020,Q1,244309,4665113,North Goa,15.5407417881997,73.89482953406639
Goa,2020,Q1,147591,2482120,South Goa,15.229301561754358,74.03588760058483
Goa,2020,Q2,267533,3107692,North Goa,15.5407417881997,73.89482953406639
Goa,2020,Q2,163106,2202434,South Goa,15.229301561754358,74.03588760058483
Goa,2020,Q3,294195,3452539,North Goa,15.5407417881997,73.89482953406639
Goa,2020,Q3,180767,2677227,South Goa,15.229301561754358,74.03588760058483
Goa,2020,Q4,326479,6920554,North Goa,15.5407417881997,73.89482953406639
Goa,2020,Q4,201105,4070564,South Goa,15.229301561754358,74.03588760058483
Goa,2021,Q1,352593,10384042,North Goa,15.5407417881997,73.89482953406639
Goa,2021,Q1,217442,5083630,South Goa,15.229301561754358,74.03588760058483
Goa,2021,Q2,376703,6869935,North Goa,15.5407417881997,73.89482953406639
Goa,2021,Q2,232403,5840426,South Goa,15.229301561754358,74.03588760058483
Goa,2021,Q3,403952,8991751,North Goa,15.5407417881997,73.89482953406639
Goa,2021,Q3,249506,7583360,South Goa,15.229301561754358,74.03588760058483
Goa,2021,Q4,430814,18057835,North Goa,15.5407417881997,73.89482953406639
Goa,2021,Q4,266364,10230419,South Goa,15.229301561754358,74.03588760058483
Goa,2022,Q1,456250,9699093,North Goa,15.5407417881997,73.89482953406639
Goa,2022,Q1,282378,8979705,South Goa,15.229301561754358,74.03588760058483
Goa,2022,Q2,480353,9824694,North Goa,15.5407417881997,73.89482953406639
Goa,2022,Q2,297426,9237463,South Goa,15.229301561754358,74.03588760058483
Goa,2022,Q3,504946,9634393,North Goa,15.5407417881997,73.89482953406639
Goa,2022,Q3,312884,10078371,South Goa,15.229301561754358,74.03588760058483
Goa,2022,Q4,527826,26805263,North Goa,15.5407417881997,73.89482953406639
Goa,2022,Q4,327376,16199949,South Goa,15.229301561754358,74.03588760058483
Goa,2023,Q1,550554,11867919,North Goa,15.5407417881997,73.89482953406639
Goa,2023,Q1,341631,10962012,South Goa,15.229301561754358,74.03588760058483
Goa,2023,Q2,571111,9966416,North Goa,15.5407417881997,73.89482953406639
Goa,2023,Q2,354909,10253228,South Goa,15.229301561754358,74.03588760058483
Goa,2023,Q3,593176,12566389,North Goa,15.5407417881997,73.89482953406639
Goa,2023,Q3,368655,11451325,South Goa,15.229301561754358,74.03588760058483
Goa,2023,Q4,613836,41802647,North Goa,15.5407417881997,73.89482953406639
Goa,2023,Q4,382087,23066256,South Goa,15.229301561754358,74.03588760058483
Goa,2024,Q1,637677,15295964,North Goa,15.5407417881997,73.89482953406639
Goa,2024,Q1,397373,15872352,South Goa,15.229301561754358,74.03588760058483
Gujarat,2018,Q1,68052,0,Anand,22.472366265127608,72.8574557944485
Gujarat,2018,Q1,52416,0,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2018,Q1,15809,0,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2018,Q1,133017,0,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2018,Q1,21932,0,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2018,Q1,6581,0,Chhotaudepur,22.23453627731521,73.82426211435131
