state,year,quarter,reg_user,app_open,district,latitude,longitude
Gujarat,2018,Q1,23738,0,Botad,22.151753932301574,71.66140228045322
Gujarat,2018,Q1,101575,0,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2018,Q1,87683,0,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2018,Q1,35171,0,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2018,Q1,97004,0,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2018,Q1,2285,0,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2018,Q1,43776,0,Kheda,22.813430798740036,72.9165266460554
Gujarat,2018,Q1,489852,0,Surat,21.21383808869531,72.95196216933937
Gujarat,2018,Q1,12401,0,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2018,Q1,118201,0,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2018,Q1,32263,0,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2018,Q1,6464,0,Narmada,21.83876638239446,73.62418551994026
Gujarat,2018,Q1,28292,0,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2018,Q1,80138,0,Valsad,20.393298953795302,72.95196216933937
Gujarat,2018,Q1,11048,0,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2018,Q1,45018,0,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2018,Q1,14231,0,Tapi,21.163230837505193,73.5299640262457
Gujarat,2018,Q1,205722,0,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2018,Q1,93506,0,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2018,Q1,31443,0,Amreli,21.452333856349867,71.30523834872552
Gujarat,2018,Q1,572811,0,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2018,Q1,16212,0,Dohad,22.859548513132854,74.11812337576457
Gujarat,2018,Q1,35437,0,Navsari,20.807676663219713,73.04643092224194
Gujarat,2018,Q1,41580,0,Patan,23.81397278309697,72.01718622633405
Gujarat,2018,Q1,97838,0,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2018,Q1,38223,0,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2018,Q1,30329,0,Morbi,22.814103425993995,70.88928857036214
Gujarat,2018,Q2,90911,0,Anand,22.472366265127608,72.8574557944485
Gujarat,2018,Q2,68512,0,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2018,Q2,20804,0,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2018,Q2,174778,0,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2018,Q2,29047,0,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2018,Q2,9053,0,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2018,Q2,32883,0,Botad,22.151753932301574,71.66140228045322
Gujarat,2018,Q2,134500,0,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2018,Q2,115812,0,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2018,Q2,46665,0,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2018,Q2,127614,0,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2018,Q2,3047,0,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2018,Q2,60097,0,Kheda,22.813430798740036,72.9165266460554
Gujarat,2018,Q2,652372,0,Surat,21.21383808869531,72.95196216933937
Gujarat,2018,Q2,16137,0,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2018,Q2,155539,0,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2018,Q2,42575,0,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2018,Q2,8940,0,Narmada,21.83876638239446,73.62418551994026
Gujarat,2018,Q2,37769,0,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2018,Q2,107556,0,Valsad,20.393298953795302,72.95196216933937
Gujarat,2018,Q2,15010,0,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2018,Q2,59955,0,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2018,Q2,19255,0,Tapi,21.163230837505193,73.5299640262457
Gujarat,2018,Q2,271730,0,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2018,Q2,125849,0,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2018,Q2,42021,0,Amreli,21.452333856349867,71.30523834872552
Gujarat,2018,Q2,751746,0,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2018,Q2,21983,0,Dohad,22.859548513132854,74.11812337576457
Gujarat,2018,Q2,47911,0,Navsari,20.807676663219713,73.04643092224194
Gujarat,2018,Q2,55482,0,Patan,23.81397278309697,72.01718622633405
Gujarat,2018,Q2,128064,0,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2018,Q2,51527,0,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2018,Q2,40681,0,Morbi,22.814103425993995,70.88928857036214
Gujarat,2018,Q3,116188,0,Anand,22.472366265127608,72.8574557944485
Gujarat,2018,Q3,84886,0,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2018,Q3,26394,0,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2018,Q3,215459,0,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2018,Q3,37199,0,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2018,Q3,12302,0,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2018,Q3,40559,0,Botad,22.151753932301574,71.66140228045322
Gujarat,2018,Q3,169322,0,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2018,Q3,141243,0,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2018,Q3,57716,0,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2018,Q3,157274,0,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2018,Q3,4052,0,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2018,Q3,80213,0,Kheda,22.813430798740036,72.9165266460554
Gujarat,2018,Q3,808005,0,Surat,21.21383808869531,72.95196216933937
Gujarat,2018,Q3,19921,0,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2018,Q3,190882,0,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2018,Q3,53825,0,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2018,Q3,11957,0,Narmada,21.83876638239446,73.62418551994026
Gujarat,2018,Q3,47541,0,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2018,Q3,136470,0,Valsad,20.393298953795302,72.95196216933937
Gujarat,2018,Q3,19564,0,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2018,Q3,74642,0,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2018,Q3,25095,0,Tapi,21.163230837505193,73.5299640262457
Gujarat,2018,Q3,335125,0,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2018,Q3,159591,0,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2018,Q3,53845,0,Amreli,21.452333856349867,71.30523834872552
Gujarat,2018,Q3,919252,0,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2018,Q3,28857,0,Dohad,22.859548513132854,74.11812337576457
Gujarat,2018,Q3,60676,0,Navsari,20.807676663219713,73.04643092224194
Gujarat,2018,Q3,68979,0,Patan,23.81397278309697,72.01718622633405
Gujarat,2018,Q3,158762,0,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2018,Q3,65325,0,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2018,Q3,52062,0,Morbi,22.814103425993995,70.88928857036214
Gujarat,2018,Q4,146258,0,Anand,22.472366265127608,72.8574557944485
Gujarat,2018,Q4,103876,0,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2018,Q4,32660,0,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2018,Q4,260602,0,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2018,Q4,46665,0,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2018,Q4,16321,0,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2018,Q4,49066,0,Botad,22.151753932301574,71.66140228045322
Gujarat,2018,Q4,211843,0,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2018,Q4,173699,0,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2018,Q4,70174,0,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2018,Q4,192493,0,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2018,Q4,5165,0,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2018,Q4,103292,0,Kheda,22.813430798740036,72.9165266460554
Gujarat,2018,Q4,998807,0,Surat,21.21383808869531,72.95196216933937
Gujarat,2018,Q4,24373,0,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2018,Q4,242368,0,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2018,Q4,68139,0,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2018,Q4,15550,0,Narmada,21.83876638239446,73.62418551994026
Gujarat,2018,Q4,58991,0,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2018,Q4,172711,0,Valsad,20.393298953795302,72.95196216933937
Gujarat,2018,Q4,25483,0,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2018,Q4,91898,0,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2018,Q4,31929,0,Tapi,21.163230837505193,73.5299640262457
Gujarat,2018,Q4,421895,0,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2018,Q4,197774,0,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2018,Q4,67020,0,Amreli,21.452333856349867,71.30523834872552
Gujarat,2018,Q4,1212636,0,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2018,Q4,36773,0,Dohad,22.859548513132854,74.11812337576457
Gujarat,2018,Q4,75930,0,Navsari,20.807676663219713,73.04643092224194
Gujarat,2018,Q4,84408,0,Patan,23.81397278309697,72.01718622633405
Gujarat,2018,Q4,195295,0,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2018,Q4,80167,0,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2018,Q4,64779,0,Morbi,22.814103425993995,70.88928857036214
Gujarat,2019,Q1,175515,0,Anand,22.472366265127608,72.8574557944485
Gujarat,2019,Q1,121494,0,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2019,Q1,38898,0,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2019,Q1,304415,0,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2019,Q1,56005,0,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2019,Q1,20287,0,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2019,Q1,58126,0,Botad,22.151753932301574,71.66140228045322
Gujarat,2019,Q1,252826,0,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2019,Q1,203617,0,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2019,Q1,82263,0,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2019,Q1,230403,0,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2019,Q1,6307,0,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2019,Q1,124598,0,Kheda,22.813430798740036,72.9165266460554
Gujarat,2019,Q1,1180819,0,Surat,21.21383808869531,72.95196216933937
Gujarat,2019,Q1,28860,0,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2019,Q1,291858,0,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2019,Q1,81863,0,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2019,Q1,19105,0,Narmada,21.83876638239446,73.62418551994026
Gujarat,2019,Q1,69872,0,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2019,Q1,209477,0,Valsad,20.393298953795302,72.95196216933937
Gujarat,2019,Q1,31147,0,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2019,Q1,109651,0,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2019,Q1,39195,0,Tapi,21.163230837505193,73.5299640262457
Gujarat,2019,Q1,502520,0,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2019,Q1,239613,0,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2019,Q1,79690,0,Amreli,21.452333856349867,71.30523834872552
Gujarat,2019,Q1,1450100,0,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2019,Q1,45141,0,Dohad,22.859548513132854,74.11812337576457
Gujarat,2019,Q1,91812,0,Navsari,20.807676663219713,73.04643092224194
Gujarat,2019,Q1,101323,0,Patan,23.81397278309697,72.01718622633405
Gujarat,2019,Q1,231871,0,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2019,Q1,95904,0,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2019,Q1,77961,0,Morbi,22.814103425993995,70.88928857036214
Gujarat,2019,Q2,200007,829604,Anand,22.472366265127608,72.8574557944485
Gujarat,2019,Q2,138108,548729,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2019,Q2,44975,154760,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2019,Q2,345178,1070493,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2019,Q2,64792,271675,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2019,Q2,23917,92854,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2019,Q2,65918,257831,Botad,22.151753932301574,71.66140228045322
Gujarat,2019,Q2,284296,1318343,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2019,Q2,230394,860365,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2019,Q2,94221,271227,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2019,Q2,259949,1242721,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2019,Q2,7532,37591,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2019,Q2,144091,600534,Kheda,22.813430798740036,72.9165266460554
Gujarat,2019,Q2,1338584,5960403,Surat,21.21383808869531,72.95196216933937
Gujarat,2019,Q2,33374,100742,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2019,Q2,333056,1907551,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2019,Q2,92621,385797,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2019,Q2,22503,101020,Narmada,21.83876638239446,73.62418551994026
Gujarat,2019,Q2,79786,253664,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2019,Q2,238764,1111437,Valsad,20.393298953795302,72.95196216933937
Gujarat,2019,Q2,36155,138423,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2019,Q2,123754,534999,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2019,Q2,45441,189646,Tapi,21.163230837505193,73.5299640262457
Gujarat,2019,Q2,572031,2539174,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2019,Q2,271379,1204053,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2019,Q2,91819,339203,Amreli,21.452333856349867,71.30523834872552
Gujarat,2019,Q2,1656341,9405838,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2019,Q2,52197,204285,Dohad,22.859548513132854,74.11812337576457
Gujarat,2019,Q2,106244,417352,Navsari,20.807676663219713,73.04643092224194
Gujarat,2019,Q2,115299,552351,Patan,23.81397278309697,72.01718622633405
Gujarat,2019,Q2,261458,1230320,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2019,Q2,110431,409241,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2019,Q2,90030,348075,Morbi,22.814103425993995,70.88928857036214
Gujarat,2019,Q3,226293,3576103,Anand,22.472366265127608,72.8574557944485
Gujarat,2019,Q3,154042,1899038,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2019,Q3,49534,509421,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2019,Q3,384852,3993364,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2019,Q3,73003,1020958,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2019,Q3,27128,329896,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2019,Q3,72181,991985,Botad,22.151753932301574,71.66140228045322
Gujarat,2019,Q3,315856,4792841,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2019,Q3,255608,3293381,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2019,Q3,104847,969001,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2019,Q3,286652,4457337,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2019,Q3,8306,116253,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2019,Q3,162956,2432770,Kheda,22.813430798740036,72.9165266460554
Gujarat,2019,Q3,1481391,21408636,Surat,21.21383808869531,72.95196216933937
Gujarat,2019,Q3,36834,330737,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2019,Q3,372464,7433206,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2019,Q3,102546,1338850,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2019,Q3,25267,363436,Narmada,21.83876638239446,73.62418551994026
Gujarat,2019,Q3,88366,860095,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2019,Q3,266134,3902867,Valsad,20.393298953795302,72.95196216933937
Gujarat,2019,Q3,40679,466958,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2019,Q3,138237,2021301,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2019,Q3,51028,646547,Tapi,21.163230837505193,73.5299640262457
Gujarat,2019,Q3,637678,9548665,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2019,Q3,301373,4487309,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2019,Q3,101453,1176949,Amreli,21.452333856349867,71.30523834872552
Gujarat,2019,Q3,1848860,35854721,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2019,Q3,59460,737968,Dohad,22.859548513132854,74.11812337576457
Gujarat,2019,Q3,118324,1417853,Navsari,20.807676663219713,73.04643092224194
Gujarat,2019,Q3,128573,2225161,Patan,23.81397278309697,72.01718622633405
Gujarat,2019,Q3,285519,4167209,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2019,Q3,122518,1455000,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2019,Q3,101337,1215668,Morbi,22.814103425993995,70.88928857036214
Gujarat,2019,Q4,252401,3905511,Anand,22.472366265127608,72.8574557944485
Gujarat,2019,Q4,171337,2227178,Jamnagar,22.370734215642667,70.05626861226195
Gujarat,2019,Q4,55209,621177,Devbhumi Dwarka,22.17360122800686,69.47249520401701
Gujarat,2019,Q4,426178,4545689,Rajkot,22.085393238506768,70.77037028411593
Gujarat,2019,Q4,83136,1295090,Aravallis,23.446013502275566,73.29422673570153
Gujarat,2019,Q4,31338,429297,Chhotaudepur,22.23453627731521,73.82426211435131
Gujarat,2019,Q4,80499,1181335,Botad,22.151753932301574,71.66140228045322
Gujarat,2019,Q4,350619,5971371,Bharuch,21.71774426420081,72.95196216933937
Gujarat,2019,Q4,286520,4080547,Bhavnagar,21.567576417064046,71.93420613101324
Gujarat,2019,Q4,117357,1216157,Junagadh,21.373211531521314,70.36582732395777
Gujarat,2019,Q4,316985,5363608,Mahesana,23.591396896773176,72.43173229389957
Gujarat,2019,Q4,9594,151581,The Dangs,20.761181863327693,73.70070869300648
Gujarat,2019,Q4,182669,2664051,Kheda,22.813430798740036,72.9165266460554
Gujarat,2019,Q4,1624077,23613804,Surat,21.21383808869531,72.95196216933937
Gujarat,2019,Q4,40962,385502,Porbandar,21.658467613968497,69.70486360633936
Gujarat,2019,Q4,408526,8201437,Gandhinagar,23.215166674942225,72.64468290336423
Gujarat,2019,Q4,115707,1726942,Panch Mahals,22.717471519666088,73.60063415780483
Gujarat,2019,Q4,28910,492480,Narmada,21.83876638239446,73.62418551994026
Gujarat,2019,Q4,98982,1160727,Gir Somnath,20.87926645128366,70.67521344639957
Gujarat,2019,Q4,296977,4849239,Valsad,20.393298953795302,72.95196216933937
Gujarat,2019,Q4,47237,629528,Mahisagar,23.154113401831907,73.60063415780483
Gujarat,2019,Q4,155618,2589322,Sabar Kantha,23.699356213096575,72.99920129684928
Gujarat,2019,Q4,58115,863661,Tapi,21.163230837505193,73.5299640262457
Gujarat,2019,Q4,700817,11292180,Vadodara,22.255315800480922,73.19986041423512
Gujarat,2019,Q4,339582,5546860,Banas Kantha,24.259104346398267,72.0290386659335
Gujarat,2019,Q4,114242,1576597,Amreli,21.452333856349867,71.30523834872552
Gujarat,2019,Q4,2015947,37991904,Ahmadabad,22.940913243878867,72.33703284595144
Gujarat,2019,Q4,69618,957179,Dohad,22.859548513132854,74.11812337576457
Gujarat,2019,Q4,131460,1723534,Navsari,20.807676663219713,73.04643092224194
Gujarat,2019,Q4,144779,2497573,Patan,23.81397278309697,72.01718622633405
Gujarat,2019,Q4,314732,4871076,Kachchh,23.215719116009726,69.72273558520071
Gujarat,2019,Q4,138218,1846653,Surendranagar,22.722934461728187,71.6020668993512
Gujarat,2019,Q4,115451,1504967,Morbi,22.814103425993995,70.88928857036214
Gujarat,2020,Q1,277835,4127652,Anand,22.472366265127608,72.8574557944485
Gujarat,2020,Q1,188224,2298804,Jamnagar,22.370734215642667,70.05626861226195
