state,year,quarter,count,amount,pincode
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,15322,18170368,396235
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,2681,3815255,362520
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,1724,1778092,362571
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,1020,628046,362540
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,335,413961,396220
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,168,213086,362570
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,107488,158175937,396230
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,42931,72414096,396210
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,24403,31388224,396215
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,21154,28750904,396235
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,3563,6593600,362520
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,1690,2467269,362571
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,881,1471603,362540
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,371,605000,396220
Dadra and Nagar Haveli and Daman and Diu,2018,Q2,145,204133,362570
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,147182,231027621,396230
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,64474,105714782,396210
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,39682,54371575,396215
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,30669,42233803,396235
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,4313,8991943,362520
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,1576,3597045,362571
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,977,899273,362540
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,481,507453,396220
Dadra and Nagar Haveli and Daman and Diu,2018,Q3,221,296096,362570
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,205341,336872613,396230
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,91229,159795360,396210
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,54969,78880028,396215
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,42234,62561669,396235
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,5233,11360873,362520
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,2903,5648464,362571
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,1096,1951463,362540
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,807,1388769,396220
Dadra and Nagar Haveli and Daman and Diu,2018,Q4,270,291373,362570
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,320483,421520724,396230
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,145955,208892938,396210
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,112511,105539374,396215
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,65730,84032725,396235
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,7898,12394180,362520
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,6300,7473792,362571
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,1409,1601086,362540
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,1098,1444872,396220
Dadra and Nagar Haveli and Daman and Diu,2019,Q1,430,470079,362570
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,229045,389519722,396230
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,111236,202373380,396210
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,71495,99056958,396215
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,47528,75930562,396235
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,21704,40627554,362520
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,5655,12129857,362571
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,1356,2309413,362540
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,1222,2177268,396220
Dadra and Nagar Haveli and Daman and Diu,2019,Q2,415,316558,362570
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,321026,484826521,396230
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,144490,226559294,396210
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,90050,120472135,396215
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,64662,94795355,396235
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,9441,17692347,362520
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,5425,12849978,362571
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,1792,1826162,362540
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,1320,1878034,396220
Dadra and Nagar Haveli and Daman and Diu,2019,Q3,545,571645,362570
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,386314,614130571,396230
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,174763,287041933,396210
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,105431,153687707,396215
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,79098,122229526,396235
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,12820,25672376,362520
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,6183,17904499,362571
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,2000,2582867,362540
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,1891,2859152,396220
Dadra and Nagar Haveli and Daman and Diu,2019,Q4,471,532626,362570
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,441116,671365594,396230
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,197542,314823912,396210
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,118443,163946665,396215
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,94689,142512717,396235
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,13048,24718258,362520
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,7993,17911001,362571
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,2823,3508391,396220
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,2496,3515244,362540
Dadra and Nagar Haveli and Daman and Diu,2020,Q1,429,461582,362570
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,501163,685517651,396230
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,210060,293082598,396210
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,129647,144719463,396215
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,105952,133490801,396235
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,10170,14954548,362520
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,9711,22168457,362571
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,3421,4757967,362540
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,2464,2690937,396220
Dadra and Nagar Haveli and Daman and Diu,2020,Q2,564,994028,362570
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,612080,919516792,396230
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,240177,396068334,396210
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,133805,186062492,396215
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,123353,193598669,396235
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,11810,20980716,362520
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,10355,24001049,362571
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,3765,5593842,362540
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,2309,2678665,396220
Dadra and Nagar Haveli and Daman and Diu,2020,Q3,658,1288551,362570
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,983398,1374632600,396230
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,386879,614498158,396210
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,203349,298144871,396215
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,195578,308847420,396235
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,23557,51879988,362520
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,12306,33140156,362571
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,6766,8729846,396220
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,5159,9482020,362540
Dadra and Nagar Haveli and Daman and Diu,2020,Q4,799,1156036,362570
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,1012000,1485582190,396230
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,436569,706553627,396210
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,218763,324695232,396215
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,206428,339864373,396235
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,26897,58721427,362520
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,10526,27398296,362571
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,8876,12517102,396220
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,4421,8927650,362540
Dadra and Nagar Haveli and Daman and Diu,2021,Q1,764,1373009,362570
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,1116145,1605778312,396230
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,483461,729957855,396210
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,244747,339007704,396215
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,234748,375901354,396235
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,22524,54226978,362520
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,12826,37078042,362571
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,4968,5114014,396220
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,4701,7722440,362540
Dadra and Nagar Haveli and Daman and Diu,2021,Q2,963,2881758,362570
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,1638554,2161174008,396230
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,711442,1004074143,396210
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,358966,455842640,396215
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,340968,512051027,396235
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,43817,99557825,362520
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,13815,39646220,362571
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,13281,15342981,396220
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,7258,15140901,362540
Dadra and Nagar Haveli and Daman and Diu,2021,Q3,1369,3109354,362570
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,2185292,2785135349,396230
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,933996,1279955683,396210
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,466238,678788229,396235
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,460444,587732423,396215
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,56563,126385882,362520
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,22713,28100459,396220
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,20903,59141887,362571
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,9229,16955560,362540
Dadra and Nagar Haveli and Daman and Diu,2021,Q4,1707,3643910,362570
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,2529505,3175914207,396230
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,1063029,1377708092,396210
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,548668,778923921,396235
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,542827,662238673,396215
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,61125,132959887,362520
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,23941,28860384,396220
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,22718,58151281,362571
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,9142,18522402,362540
Dadra and Nagar Haveli and Daman and Diu,2022,Q1,1848,3769517,362570
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,3036361,3510648290,396230
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,1265263,1555471670,396210
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,669168,874017854,396235
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,624136,726057284,396215
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,86725,176999274,362520
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,34008,40143120,396220
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,29535,78134342,362571
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,12175,27561948,362540
Dadra and Nagar Haveli and Daman and Diu,2022,Q2,2400,6125994,362570
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,3258977,3694118763,396230
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,1611322,1870810815,396210
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,740384,907966838,396235
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,676827,734945405,396215
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,110894,191476706,362520
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,29552,33066054,396220
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,24481,59886035,362571
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,10546,23234229,362540
Dadra and Nagar Haveli and Daman and Diu,2022,Q3,2638,5142509,362570
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,3819682,4120308217,396230
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,1522368,1761568434,396210
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,870173,1013726732,396235
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,785689,825148911,396215
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,109260,191451169,362520
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,36803,42568939,396220
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,29723,68740047,362571
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,13387,30385356,362540
Dadra and Nagar Haveli and Daman and Diu,2022,Q4,2500,5742935,362570
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,6218492,6477021613,396230
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,2487380,2698103903,396210
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,1481646,1645789241,396235
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,1326195,1307130607,396215
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,159333,265623812,362520
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,51802,105566094,362571
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,51077,59500852,396220
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,22796,43996688,362540
Dadra and Nagar Haveli and Daman and Diu,2023,Q1,5264,11358390,362570
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,6990902,7036241742,396230
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,2849424,2944008621,396210
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,1679861,1795215578,396235
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,1499642,1401179279,396215
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,185117,313277874,362520
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,61455,140292838,362571
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,59881,62752758,396220
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,24775,46332774,362540
Dadra and Nagar Haveli and Daman and Diu,2023,Q2,6058,11236724,362570
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,7984685,7828624075,396230
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,3283200,3122221758,396210
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,1987189,2007937457,396235
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,1768460,1581201140,396215
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,188846,291109801,362520
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,62876,61062044,396220
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,60237,136367169,362571
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,27689,52143704,362540
Dadra and Nagar Haveli and Daman and Diu,2023,Q3,7146,15399314,362570
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,9476985,9023138914,396230
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,3887144,3680841845,396210
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,2367374,2322812962,396235
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,2131686,1876239126,396215
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,245953,356489605,362520
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,79901,77405709,396220
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,68724,139785513,362571
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,36283,60789585,362540
Dadra and Nagar Haveli and Daman and Diu,2023,Q4,8323,20556708,362570
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,10762628,9929680198,396230
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,4455446,4084591406,396210
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,2872900,2689352619,396235
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,2574673,2172976432,396215
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,252866,350949912,362520
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,79592,84942174,396220
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,71131,127772933,362571
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,36969,58288836,362540
Dadra and Nagar Haveli and Daman and Diu,2024,Q1,8804,20641815,362570
Delhi,2018,Q1,2636324,3714139312,110006
Delhi,2018,Q1,490950,754671792,110011
Delhi,2018,Q1,195216,333413736,110092
Delhi,2018,Q1,162674,267828715,110059
Delhi,2018,Q1,136670,200394849,110044
Delhi,2018,Q1,108360,143566310,110086
Delhi,2018,Q1,105336,139880045,110084
Delhi,2018,Q1,105018,161837400,110096
Delhi,2018,Q1,93946,174021234,110085
Delhi,2018,Q1,93278,144808343,110043
Delhi,2018,Q2,3069733,5237594871,110006
Delhi,2018,Q2,579110,1109171854,110011
Delhi,2018,Q2,271265,508731551,110092
Delhi,2018,Q2,222069,442940056,110059
Delhi,2018,Q2,175649,307557163,110044
Delhi,2018,Q2,154443,247002745,110086
Delhi,2018,Q2,148029,252561673,110096
Delhi,2018,Q2,145585,317608662,110085
Delhi,2018,Q2,145583,230775723,110084
Delhi,2018,Q2,133952,226437628,110009
Delhi,2018,Q3,7198882,9029499185,110006
Delhi,2018,Q3,812288,1413528410,110011
Delhi,2018,Q3,501827,749989156,110092
Delhi,2018,Q3,361774,646462347,110059
Delhi,2018,Q3,306100,512968657,110085
Delhi,2018,Q3,302774,337973514,110009
Delhi,2018,Q3,290687,378809324,110096
Delhi,2018,Q3,272986,459575154,110044
Delhi,2018,Q3,258015,352574250,110017
Delhi,2018,Q3,245945,358303967,110086
Delhi,2018,Q4,7532374,11605568511,110006
Delhi,2018,Q4,1004469,1831113485,110011
Delhi,2018,Q4,914584,1110500735,110092
Delhi,2018,Q4,740562,742723940,110085
Delhi,2018,Q4,736161,612895056,110096
Delhi,2018,Q4,719812,986887698,110059
Delhi,2018,Q4,564839,493331394,110009
Delhi,2018,Q4,534021,705540529,110044
Delhi,2018,Q4,483356,559443729,110086
Delhi,2018,Q4,444895,498314622,110084
Delhi,2019,Q1,10251048,13201959766,110006
Delhi,2019,Q1,6689740,9632804730,110011
Delhi,2019,Q1,1338865,1491547286,110092
Delhi,2019,Q1,1147179,942411471,110096
Delhi,2019,Q1,1102256,1353649564,110059
Delhi,2019,Q1,911319,992029881,110044
Delhi,2019,Q1,897857,1004048654,110085
Delhi,2019,Q1,784279,667132914,110009
Delhi,2019,Q1,716724,793361296,110086
Delhi,2019,Q1,665598,672267841,110084
Delhi,2019,Q2,20001452,31366326747,110011
Delhi,2019,Q2,5952051,9212997949,110006
Delhi,2019,Q2,1447420,1699242347,110092
Delhi,2019,Q2,1253433,1644775347,110059
Delhi,2019,Q2,1135062,1082885032,110096
Delhi,2019,Q2,898421,797946868,110009
Delhi,2019,Q2,880534,1078187904,110085
Delhi,2019,Q2,854696,1047982166,110044
Delhi,2019,Q2,761728,787872356,110084
Delhi,2019,Q2,743531,949262913,110086
Delhi,2019,Q3,20159577,36968948004,110011
Delhi,2019,Q3,6299017,10912628365,110006
Delhi,2019,Q3,2006597,2258924174,110092
Delhi,2019,Q3,1788522,2253162583,110059
Delhi,2019,Q3,1488979,1427478230,110096
Delhi,2019,Q3,1268184,1094109975,110009
Delhi,2019,Q3,1189402,1394782340,110044
Delhi,2019,Q3,1143433,1473510184,110085
Delhi,2019,Q3,1090367,1088711860,110084
Delhi,2019,Q3,1020400,1300031393,110086
Delhi,2019,Q4,22861243,44827058149,110011
Delhi,2019,Q4,8368797,15084559201,110006
Delhi,2019,Q4,2272569,2702136896,110092
Delhi,2019,Q4,1984491,2741932677,110059
Delhi,2019,Q4,1849024,3191582302,110001
Delhi,2019,Q4,1674228,1768512484,110096
Delhi,2019,Q4,1382755,1206710372,110009
Delhi,2019,Q4,1326108,1772763519,110044
Delhi,2019,Q4,1232175,1264237271,110084
Delhi,2019,Q4,1210245,1750799876,110085
Delhi,2020,Q1,19881142,34803706848,110006
Delhi,2020,Q1,13167147,27716426760,110001
Delhi,2020,Q1,2246745,2823169243,110092
Delhi,2020,Q1,2017770,2959094976,110059
Delhi,2020,Q1,1688246,1871584508,110096
Delhi,2020,Q1,1390523,1922874548,110044
Delhi,2020,Q1,1380723,1274244659,110009
Delhi,2020,Q1,1309355,1389601330,110084
Delhi,2020,Q1,1195886,1853976915,110086
Delhi,2020,Q1,1143958,1865166271,110085
Delhi,2020,Q2,14401400,26006450222,110006
Delhi,2020,Q2,9780539,21370003546,110001
Delhi,2020,Q2,2139941,3106872097,110059
Delhi,2020,Q2,1562004,2182879654,110092
Delhi,2020,Q2,1551398,1650561683,110096
Delhi,2020,Q2,1481070,1868445423,110044
Delhi,2020,Q2,1425918,1945806083,110086
Delhi,2020,Q2,1182392,1341676545,110084
Delhi,2020,Q2,1097029,1679247771,110043
Delhi,2020,Q2,1024179,1489023979,110042
Delhi,2020,Q3,27731187,53768475790,110006
Delhi,2020,Q3,11598940,25361403335,110001
Delhi,2020,Q3,2674239,4417666366,110059
Delhi,2020,Q3,2031141,3182611926,110092
Delhi,2020,Q3,1923493,2318443412,110096
