state,year,quarter,count,amount,pincode
Bihar,2023,Q1,3377283,5244947666,854301
Bihar,2023,Q1,3320379,6193587920,843302
Bihar,2023,Q2,14924753,20861625980,800001
Bihar,2023,Q2,11771164,10097990560,800006
Bihar,2023,Q2,9044284,14491292224,845401
Bihar,2023,Q2,7631921,11465504773,800020
Bihar,2023,Q2,7431206,11964661737,845438
Bihar,2023,Q2,5203980,8852649375,823001
Bihar,2023,Q2,4399169,7024710991,846004
Bihar,2023,Q2,4232893,8551507156,842001
Bihar,2023,Q2,4221329,6300475801,854301
Bihar,2023,Q2,4219138,7186457770,843302
Bihar,2023,Q3,17490601,21966069342,800001
Bihar,2023,Q3,13715258,10363870392,800006
Bihar,2023,Q3,10492378,14492201816,845401
Bihar,2023,Q3,8926288,11953964429,800020
Bihar,2023,Q3,8352273,11783943631,845438
Bihar,2023,Q3,5948546,9047475032,823001
Bihar,2023,Q3,4864956,6714554722,846004
Bihar,2023,Q3,4836004,8311761144,842001
Bihar,2023,Q3,4774548,6453822756,854301
Bihar,2023,Q3,4736821,5117479918,800026
Bihar,2023,Q4,18638266,24011379591,800001
Bihar,2023,Q4,13340795,11048037650,800006
Bihar,2023,Q4,12414889,17793502279,845401
Bihar,2023,Q4,10389692,14572193428,845438
Bihar,2023,Q4,9488073,13017875684,800020
Bihar,2023,Q4,7023753,10786047282,823001
Bihar,2023,Q4,5923646,9011371399,843302
Bihar,2023,Q4,5856105,10600682718,842001
Bihar,2023,Q4,5811007,8122387344,846004
Bihar,2023,Q4,5667552,7616689590,854301
Bihar,2024,Q1,20508655,25844631514,800001
Bihar,2024,Q1,16338578,12819414107,800006
Bihar,2024,Q1,14524657,20305264545,845401
Bihar,2024,Q1,12288634,16732911104,845438
Bihar,2024,Q1,10513722,13996601152,800020
Bihar,2024,Q1,7918716,11958189419,823001
Bihar,2024,Q1,6762949,10015100092,843302
Bihar,2024,Q1,6644173,11266850878,842001
Bihar,2024,Q1,6537790,8588078725,854301
Bihar,2024,Q1,6400435,9649223434,848101
Chandigarh,2018,Q1,204745,303482049,160008
Chandigarh,2018,Q1,26317,45629483,160101
Chandigarh,2018,Q1,23236,34003082,160002
Chandigarh,2018,Q1,18446,30891354,160036
Chandigarh,2018,Q1,16228,34028151,160022
Chandigarh,2018,Q1,15552,28142251,160047
Chandigarh,2018,Q1,9358,14326394,160014
Chandigarh,2018,Q1,9023,13830194,160015
Chandigarh,2018,Q1,8102,14609531,160019
Chandigarh,2018,Q1,7330,14108196,160030
Chandigarh,2018,Q2,219223,426354525,160008
Chandigarh,2018,Q2,38949,81225814,160101
Chandigarh,2018,Q2,31907,63185486,160002
Chandigarh,2018,Q2,26201,47887567,160036
Chandigarh,2018,Q2,24585,46077281,160047
Chandigarh,2018,Q2,24378,54816690,160022
Chandigarh,2018,Q2,14441,24125872,160014
Chandigarh,2018,Q2,12986,25510014,160015
Chandigarh,2018,Q2,12083,28119972,160019
Chandigarh,2018,Q2,11243,24007390,160030
Chandigarh,2018,Q3,266799,565737482,160008
Chandigarh,2018,Q3,53316,111246556,160101
Chandigarh,2018,Q3,44225,90245086,160002
Chandigarh,2018,Q3,34777,78699635,160022
Chandigarh,2018,Q3,33483,76978447,160036
Chandigarh,2018,Q3,30570,74732534,160047
Chandigarh,2018,Q3,19926,42831365,160014
Chandigarh,2018,Q3,18027,44863641,160015
Chandigarh,2018,Q3,16836,41569409,160019
Chandigarh,2018,Q3,14940,36478520,160030
Chandigarh,2018,Q4,396339,895353190,160008
Chandigarh,2018,Q4,85138,159555894,160101
Chandigarh,2018,Q4,61325,132815194,160002
Chandigarh,2018,Q4,50267,116785589,160036
Chandigarh,2018,Q4,45905,106072949,160022
Chandigarh,2018,Q4,44348,110163686,160047
Chandigarh,2018,Q4,29308,51286581,160014
Chandigarh,2018,Q4,27323,61334725,160015
Chandigarh,2018,Q4,22314,56223818,160019
Chandigarh,2018,Q4,20591,49995727,160030
Chandigarh,2019,Q1,574769,1069931934,160008
Chandigarh,2019,Q1,145641,195216162,160101
Chandigarh,2019,Q1,88708,159879389,160002
Chandigarh,2019,Q1,64777,131055127,160036
Chandigarh,2019,Q1,60415,123937719,160022
Chandigarh,2019,Q1,54281,122276420,160047
Chandigarh,2019,Q1,35848,64999227,160014
Chandigarh,2019,Q1,33699,70740802,160015
Chandigarh,2019,Q1,31111,62794996,160019
Chandigarh,2019,Q1,25421,54605920,160030
Chandigarh,2019,Q2,515736,1195330472,160008
Chandigarh,2019,Q2,122225,213026619,160101
Chandigarh,2019,Q2,85284,178483766,160002
Chandigarh,2019,Q2,76218,147024084,160036
Chandigarh,2019,Q2,68095,145253626,160022
Chandigarh,2019,Q2,65539,146481996,160047
Chandigarh,2019,Q2,40627,73519583,160014
Chandigarh,2019,Q2,36891,72651519,160015
Chandigarh,2019,Q2,34162,71927514,160019
Chandigarh,2019,Q2,27361,61132946,160030
Chandigarh,2019,Q3,463581,1411083644,160008
Chandigarh,2019,Q3,165578,261798279,160101
Chandigarh,2019,Q3,118544,195039837,160036
Chandigarh,2019,Q3,113594,205359149,160002
Chandigarh,2019,Q3,101533,178054300,160022
Chandigarh,2019,Q3,91171,174462847,160047
Chandigarh,2019,Q3,57265,91913452,160014
Chandigarh,2019,Q3,54871,90370556,160015
Chandigarh,2019,Q3,46142,88183679,160019
Chandigarh,2019,Q3,37989,80985473,160030
Chandigarh,2019,Q4,635340,1899718879,160008
Chandigarh,2019,Q4,189767,317466538,160101
Chandigarh,2019,Q4,137208,241851459,160036
Chandigarh,2019,Q4,130221,257685239,160002
Chandigarh,2019,Q4,120266,224162725,160022
Chandigarh,2019,Q4,103726,206356650,160047
Chandigarh,2019,Q4,70113,106726744,160015
Chandigarh,2019,Q4,69754,111407405,160014
Chandigarh,2019,Q4,52557,101923959,160019
Chandigarh,2019,Q4,44445,94684047,160030
Chandigarh,2020,Q1,925287,2724066380,160008
Chandigarh,2020,Q1,204633,322482913,160101
Chandigarh,2020,Q1,179376,333775590,160036
Chandigarh,2020,Q1,141763,271208737,160002
Chandigarh,2020,Q1,117571,209076837,160022
Chandigarh,2020,Q1,112942,213767800,160047
Chandigarh,2020,Q1,79062,120442279,160014
Chandigarh,2020,Q1,74935,106414207,160015
Chandigarh,2020,Q1,57212,116999133,160019
Chandigarh,2020,Q1,47014,93963616,160030
Chandigarh,2020,Q2,672280,2213962955,160008
Chandigarh,2020,Q2,135435,225489767,160101
Chandigarh,2020,Q2,105477,180482232,160002
Chandigarh,2020,Q2,100013,204461493,160036
Chandigarh,2020,Q2,84082,170732223,160047
Chandigarh,2020,Q2,71847,110213995,160014
Chandigarh,2020,Q2,42822,102345153,160022
Chandigarh,2020,Q2,38058,89405961,160003
Chandigarh,2020,Q2,33746,44152295,160025
Chandigarh,2020,Q2,32848,76644635,160019
Chandigarh,2020,Q3,813514,2456075017,160008
Chandigarh,2020,Q3,187085,347310967,160101
Chandigarh,2020,Q3,164223,321961021,160036
Chandigarh,2020,Q3,164083,323859188,160002
Chandigarh,2020,Q3,126033,262891218,160047
Chandigarh,2020,Q3,100215,212473917,160022
Chandigarh,2020,Q3,89228,144237780,160014
Chandigarh,2020,Q3,57169,88615108,160015
Chandigarh,2020,Q3,52790,112925290,160030
Chandigarh,2020,Q3,52423,114487576,160019
Chandigarh,2020,Q4,781840,2246493451,160008
Chandigarh,2020,Q4,282765,500720689,160101
Chandigarh,2020,Q4,254446,483467287,160002
Chandigarh,2020,Q4,252319,442552908,160036
Chandigarh,2020,Q4,198033,365839526,160022
Chandigarh,2020,Q4,193768,377315952,160047
Chandigarh,2020,Q4,125659,208936593,160014
Chandigarh,2020,Q4,104048,146838545,160015
Chandigarh,2020,Q4,94792,184389973,160019
Chandigarh,2020,Q4,82180,166443560,160030
Chandigarh,2021,Q1,1566609,3447517923,160008
Chandigarh,2021,Q1,306785,521032468,160101
Chandigarh,2021,Q1,304235,502095617,160036
Chandigarh,2021,Q1,264846,495327526,160002
Chandigarh,2021,Q1,242366,395256706,160022
Chandigarh,2021,Q1,206193,372616088,160047
Chandigarh,2021,Q1,150002,186093236,160015
Chandigarh,2021,Q1,130369,210680354,160014
Chandigarh,2021,Q1,105609,200030209,160019
Chandigarh,2021,Q1,87034,171852725,160030
Chandigarh,2021,Q2,2071075,4384400680,160008
Chandigarh,2021,Q2,304282,515288666,160101
Chandigarh,2021,Q2,293961,485381992,160036
Chandigarh,2021,Q2,255931,469331050,160002
Chandigarh,2021,Q2,210130,392704565,160047
Chandigarh,2021,Q2,202917,335716393,160022
Chandigarh,2021,Q2,147887,229078754,160014
Chandigarh,2021,Q2,140297,174526441,160015
Chandigarh,2021,Q2,89814,170321370,160019
Chandigarh,2021,Q2,87476,174012022,160030
Chandigarh,2021,Q3,3188488,6339628467,160008
Chandigarh,2021,Q3,462106,701648130,160036
Chandigarh,2021,Q3,438375,679000947,160101
Chandigarh,2021,Q3,379894,643367943,160002
Chandigarh,2021,Q3,351526,531853547,160022
Chandigarh,2021,Q3,295135,500223340,160047
Chandigarh,2021,Q3,201833,238847341,160015
Chandigarh,2021,Q3,186675,277899648,160014
Chandigarh,2021,Q3,148872,244508188,160019
Chandigarh,2021,Q3,128550,240373769,160030
Chandigarh,2021,Q4,3712842,7784850283,160008
Chandigarh,2021,Q4,538507,852544970,160101
Chandigarh,2021,Q4,523279,779918799,160036
Chandigarh,2021,Q4,451911,665992135,160022
Chandigarh,2021,Q4,444435,762476926,160002
Chandigarh,2021,Q4,346951,604267859,160047
Chandigarh,2021,Q4,263413,294935485,160015
Chandigarh,2021,Q4,213596,314616641,160014
Chandigarh,2021,Q4,200453,321425518,160019
Chandigarh,2021,Q4,154229,287985670,160030
Chandigarh,2022,Q1,4148686,8330831723,160008
Chandigarh,2022,Q1,582638,900157036,160101
Chandigarh,2022,Q1,565957,818648616,160036
Chandigarh,2022,Q1,477307,795306688,160002
Chandigarh,2022,Q1,463274,670615566,160022
Chandigarh,2022,Q1,373759,648826857,160047
Chandigarh,2022,Q1,286014,300333250,160015
Chandigarh,2022,Q1,233804,337767391,160014
Chandigarh,2022,Q1,201367,317971370,160019
Chandigarh,2022,Q1,161551,293087907,160030
Chandigarh,2022,Q2,5059490,9258542053,160008
Chandigarh,2022,Q2,732432,984361022,160036
Chandigarh,2022,Q2,728216,1035383005,160101
Chandigarh,2022,Q2,595057,791965258,160022
Chandigarh,2022,Q2,592250,934051903,160002
Chandigarh,2022,Q2,477286,749262583,160047
Chandigarh,2022,Q2,390889,354221791,160015
Chandigarh,2022,Q2,300892,397487428,160014
Chandigarh,2022,Q2,275597,399400599,160019
Chandigarh,2022,Q2,205334,352064114,160030
Chandigarh,2022,Q3,7220428,11604475020,160017
Chandigarh,2022,Q3,761809,1037031826,160101
Chandigarh,2022,Q3,693932,1288932571,160008
Chandigarh,2022,Q3,635601,826669211,160036
Chandigarh,2022,Q3,633386,850977147,160022
Chandigarh,2022,Q3,622789,945416289,160002
Chandigarh,2022,Q3,493183,727112803,160047
Chandigarh,2022,Q3,355036,344038099,160015
Chandigarh,2022,Q3,297078,391653807,160014
Chandigarh,2022,Q3,259522,369679070,160019
Chandigarh,2022,Q4,11852317,19715037296,160017
Chandigarh,2022,Q4,849441,1120061675,160101
Chandigarh,2022,Q4,723413,939741331,160022
Chandigarh,2022,Q4,658156,838758052,160036
Chandigarh,2022,Q4,651078,991496336,160002
Chandigarh,2022,Q4,510930,755279072,160047
Chandigarh,2022,Q4,388983,364733884,160015
Chandigarh,2022,Q4,311834,407770670,160014
Chandigarh,2022,Q4,290223,391262191,160019
Chandigarh,2022,Q4,224733,354874011,160030
Chandigarh,2023,Q1,1363035,1722766828,160101
Chandigarh,2023,Q1,1069915,1557685025,160002
Chandigarh,2023,Q1,1028600,1225134193,160036
Chandigarh,2023,Q1,1010014,1293537610,160022
Chandigarh,2023,Q1,826330,1161152861,160047
Chandigarh,2023,Q1,613714,552686406,160015
Chandigarh,2023,Q1,490519,611153872,160014
Chandigarh,2023,Q1,450177,601936938,160019
Chandigarh,2023,Q1,369706,557734464,160030
Chandigarh,2023,Q1,323466,511711663,160003
Chandigarh,2023,Q2,1640989,1961492257,160101
Chandigarh,2023,Q2,1288701,1775202938,160002
Chandigarh,2023,Q2,1203551,1377558611,160036
Chandigarh,2023,Q2,1166815,1430242922,160022
Chandigarh,2023,Q2,976171,1295503805,160047
Chandigarh,2023,Q2,675587,606193904,160015
Chandigarh,2023,Q2,566426,667652476,160014
Chandigarh,2023,Q2,538214,680330130,160019
Chandigarh,2023,Q2,441675,636821483,160030
Chandigarh,2023,Q2,400590,635220198,160003
Chandigarh,2023,Q3,1850021,2037254367,160101
Chandigarh,2023,Q3,1469214,1911404397,160002
Chandigarh,2023,Q3,1367542,1499134151,160036
Chandigarh,2023,Q3,1288604,1519080835,160022
Chandigarh,2023,Q3,1147647,1426311196,160047
Chandigarh,2023,Q3,764219,664839406,160015
Chandigarh,2023,Q3,644635,713667823,160014
Chandigarh,2023,Q3,552679,684744785,160019
Chandigarh,2023,Q3,499527,693263665,160030
Chandigarh,2023,Q3,446924,633199704,160003
Chandigarh,2023,Q4,1928344,2227861078,160101
Chandigarh,2023,Q4,1470015,1998658746,160002
Chandigarh,2023,Q4,1376806,1549250581,160036
Chandigarh,2023,Q4,1348143,1657209616,160022
Chandigarh,2023,Q4,1150505,1491710260,160047
Chandigarh,2023,Q4,758533,681961841,160015
Chandigarh,2023,Q4,672054,762533771,160014
Chandigarh,2023,Q4,626147,786612986,160019
Chandigarh,2023,Q4,494765,719721844,160030
Chandigarh,2023,Q4,444621,634799713,160003
Chandigarh,2024,Q1,2002182,2245933576,160101
Chandigarh,2024,Q1,1487814,1953869960,160002
Chandigarh,2024,Q1,1354073,1493602710,160036
Chandigarh,2024,Q1,1244536,1531443246,160022
Chandigarh,2024,Q1,1119337,1436097176,160047
Chandigarh,2024,Q1,760383,661157699,160015
Chandigarh,2024,Q1,686422,752602225,160014
Chandigarh,2024,Q1,582604,717658943,160019
Chandigarh,2024,Q1,474674,678184463,160030
Chandigarh,2024,Q1,467592,664794521,160003
Chhattisgarh,2018,Q1,109908,139116923,495660
Chhattisgarh,2018,Q1,68302,114014371,492001
Chhattisgarh,2018,Q1,64018,82965730,495001
Chhattisgarh,2018,Q1,48388,57165354,497001
Chhattisgarh,2018,Q1,34699,43141115,491001
Chhattisgarh,2018,Q1,34452,41948409,491441
Chhattisgarh,2018,Q1,34332,39719148,490025
Chhattisgarh,2018,Q1,31183,41371368,496005
Chhattisgarh,2018,Q1,30672,54679337,492009
Chhattisgarh,2018,Q1,30657,40316811,490023
Chhattisgarh,2018,Q2,248699,378210292,495660
Chhattisgarh,2018,Q2,100557,207806677,492001
Chhattisgarh,2018,Q2,89605,150857602,495001
Chhattisgarh,2018,Q2,66965,108836822,497001
Chhattisgarh,2018,Q2,51352,71741116,491441
Chhattisgarh,2018,Q2,47971,73318224,491001
Chhattisgarh,2018,Q2,46220,82946372,496005
Chhattisgarh,2018,Q2,43988,90024556,492009
Chhattisgarh,2018,Q2,42796,74865240,490023
Chhattisgarh,2018,Q2,38299,57256970,490025
Chhattisgarh,2018,Q3,353580,492966965,495660
Chhattisgarh,2018,Q3,147421,303135684,492001
Chhattisgarh,2018,Q3,129305,226102761,495001
Chhattisgarh,2018,Q3,86331,158185135,497001
Chhattisgarh,2018,Q3,66608,107751148,491441
Chhattisgarh,2018,Q3,65581,128673618,496005
Chhattisgarh,2018,Q3,63444,110949360,491001
Chhattisgarh,2018,Q3,57647,124007927,492009
Chhattisgarh,2018,Q3,56907,100967038,490023
Chhattisgarh,2018,Q3,52582,103588457,494001
Chhattisgarh,2018,Q4,377913,599714593,495660
Chhattisgarh,2018,Q4,202492,428292536,492001
Chhattisgarh,2018,Q4,192638,319083911,495001
Chhattisgarh,2018,Q4,124807,248100976,497001
Chhattisgarh,2018,Q4,94669,189165646,496005
Chhattisgarh,2018,Q4,89066,160237762,491001
Chhattisgarh,2018,Q4,86263,152324017,491441
Chhattisgarh,2018,Q4,80685,185214612,492009
Chhattisgarh,2018,Q4,72016,137114490,490023
Chhattisgarh,2018,Q4,69454,149679120,494001
Chhattisgarh,2019,Q1,593305,948729929,492009
Chhattisgarh,2019,Q1,365476,515190518,495001
Chhattisgarh,2019,Q1,353962,459656921,495660
Chhattisgarh,2019,Q1,334090,549948646,492001
Chhattisgarh,2019,Q1,235910,346520977,490025
Chhattisgarh,2019,Q1,159422,296908563,497001
Chhattisgarh,2019,Q1,138517,209804611,491001
Chhattisgarh,2019,Q1,133169,254307861,496005
Chhattisgarh,2019,Q1,126654,182216344,490023
Chhattisgarh,2019,Q1,114945,153267056,490006
Chhattisgarh,2019,Q2,1670111,2947453940,492009
Chhattisgarh,2019,Q2,612041,1045938048,490025
Chhattisgarh,2019,Q2,499757,855635645,495001
Chhattisgarh,2019,Q2,404088,643667595,492001
Chhattisgarh,2019,Q2,212777,342215249,495660
Chhattisgarh,2019,Q2,175241,234313994,490023
Chhattisgarh,2019,Q2,154424,237907702,491001
Chhattisgarh,2019,Q2,152840,345212779,497001
Chhattisgarh,2019,Q2,136496,189344640,490006
Chhattisgarh,2019,Q2,118494,268521769,496005
Chhattisgarh,2019,Q3,1843301,3497211746,492009
Chhattisgarh,2019,Q3,647392,854437718,492001
Chhattisgarh,2019,Q3,555240,968932649,495001
Chhattisgarh,2019,Q3,519819,994202021,490025
Chhattisgarh,2019,Q3,364424,510093479,495660
Chhattisgarh,2019,Q3,278822,302000378,490023
Chhattisgarh,2019,Q3,244725,310844736,491001
Chhattisgarh,2019,Q3,223964,246325822,490006
Chhattisgarh,2019,Q3,208548,397488530,497001
Chhattisgarh,2019,Q3,156934,251078718,491441
Chhattisgarh,2019,Q4,2807708,5488409197,492009
Chhattisgarh,2019,Q4,860606,1146893926,492001
Chhattisgarh,2019,Q4,744037,1242953010,495001
Chhattisgarh,2019,Q4,625389,1224429622,490025
Chhattisgarh,2019,Q4,365008,417706249,490023
Chhattisgarh,2019,Q4,332368,437683717,491001
Chhattisgarh,2019,Q4,310223,333508672,490006
Chhattisgarh,2019,Q4,298957,445247631,495660
Chhattisgarh,2019,Q4,291141,553342861,497001
Chhattisgarh,2019,Q4,220747,267136024,492015
Chhattisgarh,2020,Q1,3832879,8107114729,492009
Chhattisgarh,2020,Q1,956201,1259565576,492001
Chhattisgarh,2020,Q1,830780,1380940470,495001
Chhattisgarh,2020,Q1,504114,1009093411,490025
Chhattisgarh,2020,Q1,401375,464581081,490023
Chhattisgarh,2020,Q1,372373,490344007,491001
Chhattisgarh,2020,Q1,344194,504441994,492015
Chhattisgarh,2020,Q1,342443,623011907,497001
Chhattisgarh,2020,Q1,337068,361375163,490006
Chhattisgarh,2020,Q1,242895,389726036,491441
Chhattisgarh,2020,Q2,1526874,3719446962,492009
Chhattisgarh,2020,Q2,665755,987107410,492001
Chhattisgarh,2020,Q2,482770,870871061,495001
Chhattisgarh,2020,Q2,370519,689109946,497001
Chhattisgarh,2020,Q2,334853,495992326,491001
Chhattisgarh,2020,Q2,326027,441538660,490023
Chhattisgarh,2020,Q2,294320,679782295,494001
Chhattisgarh,2020,Q2,288259,369452351,490006
Chhattisgarh,2020,Q2,279210,441653885,495660
Chhattisgarh,2020,Q2,260856,436309146,491441
Chhattisgarh,2020,Q3,1857300,4069532117,492009
Chhattisgarh,2020,Q3,981812,1565413199,492001
Chhattisgarh,2020,Q3,696692,1191326273,495001
Chhattisgarh,2020,Q3,513473,988159635,497001
Chhattisgarh,2020,Q3,469652,707693501,491001
Chhattisgarh,2020,Q3,463152,643696441,490023
Chhattisgarh,2020,Q3,409697,538137939,490006
Chhattisgarh,2020,Q3,370246,639299659,491441
Chhattisgarh,2020,Q3,354221,689205706,496005
Chhattisgarh,2020,Q3,318783,578159036,495660
Chhattisgarh,2020,Q4,1955063,3901827452,492009
Chhattisgarh,2020,Q4,1727068,2811515596,492001
Chhattisgarh,2020,Q4,1213230,2066193700,495001
Chhattisgarh,2020,Q4,828474,1614662483,497001
Chhattisgarh,2020,Q4,778245,1122723104,490023
Chhattisgarh,2020,Q4,772474,1206813518,491001
Chhattisgarh,2020,Q4,699714,884676392,490006
Chhattisgarh,2020,Q4,569298,1008624236,491441
Chhattisgarh,2020,Q4,519415,1028834647,496005
Chhattisgarh,2020,Q4,510869,865967961,495450
Chhattisgarh,2021,Q1,3152697,5281456698,492009
Chhattisgarh,2021,Q1,2062104,3156983782,492001
Chhattisgarh,2021,Q1,1558405,2376898658,495001
Chhattisgarh,2021,Q1,957928,1823147805,497001
Chhattisgarh,2021,Q1,872723,1294441361,491001
Chhattisgarh,2021,Q1,869244,1154015806,490023
Chhattisgarh,2021,Q1,774112,914211871,490006
Chhattisgarh,2021,Q1,653315,1122704843,491441
Chhattisgarh,2021,Q1,595796,973484691,495450
Chhattisgarh,2021,Q1,593116,1184774545,496005
Chhattisgarh,2021,Q2,3531665,6237261109,492009
Chhattisgarh,2021,Q2,1790662,3080777232,492001
Chhattisgarh,2021,Q2,1455312,2510462991,495001
Chhattisgarh,2021,Q2,1031909,2008561517,497001
Chhattisgarh,2021,Q2,837157,1364714087,491001
Chhattisgarh,2021,Q2,763575,1174072727,490023
Chhattisgarh,2021,Q2,740582,1310602405,491441
Chhattisgarh,2021,Q2,704041,1132961727,495450
Chhattisgarh,2021,Q2,668949,946046519,490006
Chhattisgarh,2021,Q2,645183,1216389122,496005
Chhattisgarh,2021,Q3,5612983,8770212351,492009
Chhattisgarh,2021,Q3,3200184,4768793686,492001
Chhattisgarh,2021,Q3,2572993,3734896539,495001
Chhattisgarh,2021,Q3,1635520,2760462757,497001
Chhattisgarh,2021,Q3,1305695,1938305539,491001
Chhattisgarh,2021,Q3,1253256,1704542436,490023
Chhattisgarh,2021,Q3,1124790,1803320186,491441
Chhattisgarh,2021,Q3,1096245,1299467876,490006
Chhattisgarh,2021,Q3,1006702,1784048704,496005
Chhattisgarh,2021,Q3,1004357,1500182581,495450
Chhattisgarh,2021,Q4,8304401,12964571702,492009
Chhattisgarh,2021,Q4,4178829,6231047914,492001
Chhattisgarh,2021,Q4,3644800,4999084676,495001
Chhattisgarh,2021,Q4,2276401,3766123278,497001
Chhattisgarh,2021,Q4,1687886,2560648248,491001
Chhattisgarh,2021,Q4,1599521,2248105461,490023
Chhattisgarh,2021,Q4,1410015,1732682082,490006
Chhattisgarh,2021,Q4,1395385,2296675958,491441
Chhattisgarh,2021,Q4,1373013,2011514280,495450
Chhattisgarh,2021,Q4,1357792,2314581216,496005
Chhattisgarh,2022,Q1,8604266,13265608315,492009
Chhattisgarh,2022,Q1,4654685,6852734645,492001
Chhattisgarh,2022,Q1,4183815,5693220429,495001
Chhattisgarh,2022,Q1,2608953,4270065647,497001
Chhattisgarh,2022,Q1,1854312,2829231024,491001
Chhattisgarh,2022,Q1,1719478,2432156635,490023
Chhattisgarh,2022,Q1,1691392,2775775912,491441
Chhattisgarh,2022,Q1,1601573,2711974013,496005
Chhattisgarh,2022,Q1,1580837,2356394521,495450
Chhattisgarh,2022,Q1,1506932,1842102092,490006
Chhattisgarh,2022,Q2,10025789,14968791943,492009
Chhattisgarh,2022,Q2,5744280,8305059645,492001
Chhattisgarh,2022,Q2,5047637,6711325493,495001
Chhattisgarh,2022,Q2,3135705,4960730023,497001
Chhattisgarh,2022,Q2,2225450,3310540189,491001
Chhattisgarh,2022,Q2,2038818,3271780605,491441
Chhattisgarh,2022,Q2,2019053,2822637782,490023
Chhattisgarh,2022,Q2,1915479,3114215340,496005
Chhattisgarh,2022,Q2,1858110,2704576938,495450
Chhattisgarh,2022,Q2,1760773,3011347187,494001
Chhattisgarh,2022,Q3,27709655,34710838372,490025
Chhattisgarh,2022,Q3,18534055,24688727453,492009
Chhattisgarh,2022,Q3,7363455,9209001744,495001
Chhattisgarh,2022,Q3,5867095,8079859406,492001
Chhattisgarh,2022,Q3,3136275,4516205218,497001
Chhattisgarh,2022,Q3,2646597,3636063295,491001
Chhattisgarh,2022,Q3,2585964,3726179905,496005
Chhattisgarh,2022,Q3,2229725,2939210017,491335
Chhattisgarh,2022,Q3,2010684,2697551621,490023
Chhattisgarh,2022,Q3,1999983,3010066819,491441
Chhattisgarh,2022,Q4,30367292,39832838087,490025
Chhattisgarh,2022,Q4,14547843,20802250141,492009
Chhattisgarh,2022,Q4,8943347,11284431848,495001
Chhattisgarh,2022,Q4,7147574,9554105321,491001
Chhattisgarh,2022,Q4,6598984,9056995537,492001
Chhattisgarh,2022,Q4,3746038,5374539443,497001
Chhattisgarh,2022,Q4,2530455,3800881016,491441
Chhattisgarh,2022,Q4,2431930,3586810453,496005
Chhattisgarh,2022,Q4,2275958,3067299957,490023
Chhattisgarh,2022,Q4,2186179,3377164484,494001
Chhattisgarh,2023,Q1,11115338,14659105958,492001
Chhattisgarh,2023,Q1,9917576,11605899209,495001
Chhattisgarh,2023,Q1,6441895,8685746959,497001
Chhattisgarh,2023,Q1,4305716,5738886313,491001
Chhattisgarh,2023,Q1,4304806,5937494867,492009
Chhattisgarh,2023,Q1,3858220,5528283869,496005
Chhattisgarh,2023,Q1,3847395,5655541846,491441
Chhattisgarh,2023,Q1,3847222,4897335783,490023
Chhattisgarh,2023,Q1,3699794,5462759852,494001
Chhattisgarh,2023,Q1,3352650,4265300875,495450
Chhattisgarh,2023,Q2,12593303,16219495858,492001
Chhattisgarh,2023,Q2,11316227,13085728477,495001
Chhattisgarh,2023,Q2,7449990,9832286256,497001
Chhattisgarh,2023,Q2,4908978,6387715828,491001
Chhattisgarh,2023,Q2,4842501,6545739034,492009
Chhattisgarh,2023,Q2,4470613,6294275140,491441
Chhattisgarh,2023,Q2,4450667,6104876159,496005
Chhattisgarh,2023,Q2,4376161,6083190722,494001
Chhattisgarh,2023,Q2,4208683,5315912150,490023
Chhattisgarh,2023,Q2,3839152,4708469432,495450
Chhattisgarh,2023,Q3,14418394,17371915298,492001
Chhattisgarh,2023,Q3,13063770,14037467639,495001
Chhattisgarh,2023,Q3,8390296,10014245380,497001
Chhattisgarh,2023,Q3,5543609,6994100987,492009
Chhattisgarh,2023,Q3,5537214,6774039069,491001
Chhattisgarh,2023,Q3,5209342,6528405645,496005
Chhattisgarh,2023,Q3,5084514,6589919294,494001
Chhattisgarh,2023,Q3,4986650,6530780755,491441
Chhattisgarh,2023,Q3,4785490,5667143673,490023
Chhattisgarh,2023,Q3,4427191,5053625815,495450
Chhattisgarh,2023,Q4,15523551,19382487915,492001
Chhattisgarh,2023,Q4,14562840,15977788638,495001
Chhattisgarh,2023,Q4,9869057,11904558072,497001
Chhattisgarh,2023,Q4,6150012,7760046469,491001
Chhattisgarh,2023,Q4,6051138,7850616320,492009
Chhattisgarh,2023,Q4,6032313,7531416146,496005
Chhattisgarh,2023,Q4,5954671,7787774134,494001
Chhattisgarh,2023,Q4,5540585,7498711867,491441
Chhattisgarh,2023,Q4,5369046,6470805637,490023
Chhattisgarh,2023,Q4,5171223,5882607805,495450
Chhattisgarh,2024,Q1,16985213,20539787946,492001
Chhattisgarh,2024,Q1,16072532,17391375563,495001
Chhattisgarh,2024,Q1,11379416,13595329290,497001
Chhattisgarh,2024,Q1,7196572,8925760140,496005
Chhattisgarh,2024,Q1,6844530,8451322832,491001
Chhattisgarh,2024,Q1,6783174,8626707869,494001
Chhattisgarh,2024,Q1,6447586,8103832598,492009
Chhattisgarh,2024,Q1,6334080,8481315334,491441
Chhattisgarh,2024,Q1,5925619,6534098322,495450
Chhattisgarh,2024,Q1,5910497,6851732598,490023
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,77416,87636730,396230
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,31807,45382419,396210
Dadra and Nagar Haveli and Daman and Diu,2018,Q1,18076,17620423,396215
